User;Book;Author;Rating;Book_id
90;      Fallen        (Fallen, #1);Kate, Lauren;3;668
28;      Fallen Crest Family        (Fallen Crest High, #2);Tijan;5;669
28;      Fallen Crest Public        (Fallen Crest High, #3);Tijan;5;670
51;      Falling Short;Cisneros, Ernesto;4;671
10;      Falling Up;Silverstein, Shel;5;672
13;      Fancy Pants        (Jo Jo Makoons, #2);Quigley, Dawn;4;673
24;      Fandango Stew;Davis, David R.;5;674
47;      Fantastic Beasts and Where to Find Them;Scamander, Newt;4;675
53;      Far From the Madding Crowd;Hardy, Thomas;5;676
12;      Farah Rocks New Beginnings;Darraj, Susan Muaddi;5;677
17;      Fat Girl on a Plane;deVos, Kelly;5;678
45;      Fault Lines;Itami, Emily;1;679
4;      Fearless        (Moto Grand Prix, #1);Golding, Katie;5;680
5;      Fearless        (Moto Grand Prix, #1);Golding, Katie;5;680
24;      Feast for 10;Falwell, Cathryn;3;681
82;      Feathers;Woodson, Jacqueline;3;682
71;      Fence Vol. 2;Pacat, C.S.;5;683
30;      Fence, Vol. 4: Rivals;Pacat, C.S.;4;684
71;      Fence, Vol. 5: Rise;Pacat, C.S.;4;685
38;      Fencing with the King;Abu-Jaber, Diana;4;686
90;      Fifty Shades Darker        (Fifty Shades, #2);James, E.L.;4;687
90;      Filthy Beautiful Lies        (Filthy Beautiful Lies, #1);Ryan, Kendall;4;688
93;      Final Girls;Sager, Riley;4;689
23;      Finding Audrey;Kinsella, Sophie;5;690
95;      Finding Audrey;Kinsella, Sophie;4;690
82;      Finding Gobi: The True Story of a Little Dog and an Incredible Journey;Leonard, Dion;5;691
79;      Finding Your Way in a Wild New World: Reclaim Your True Nature to Create the Life You Want;Beck, Martha N.;4;692
79;      Finlay Donovan Is Killing It        (Finlay Donovan, #1);Cosimano, Elle;3;693
65;      Fire;Junger, Sebastian ;3;694
17;      Fire & Flood        (Fire & Flood, #1);Scott, Victoria;5;695
91;      Firegirl;Abbott, Tony;3;696
23;      Fires of the Faithful        (Eliana's Song, #1);Kritzer, Naomi;5;697
50;      First Comes Love;Giffin, Emily;3;698
7;      Firstlife        (Everlife, #1);Showalter, Gena;2;699
76;      Fish in a Tree;Hunt, Lynda Mullaly;5;700
89;      Flawless        (Pretty Little Liars, #2);Shepard, Sara;5;701
9;      Flight Risk        (The Booking Agents, #2);Priest, Cherie;4;702
92;      Float Like a Butterfly;Shange, Ntozake;4;703
30;      Flowers for Algernon;Keyes, Daniel;4;704
38;      Flowers for Algernon;Keyes, Daniel;5;704
32;      Fly by Night;O'Connor, Tara;3;705
33;      Fly by Night;O'Connor, Tara;3;705
14;      Flying Cloud;Shaw, David;5;706
15;      Flying Cloud;Shaw, David;5;706
9;      Flying Solo;Holmes, Linda;4;707
77;      Flying the Dragon;Lorenzi, Natalie Dias;5;708
26;      Fool Me Once;Michaels, Fern;3;709
6;      Foolish Hearts;Mills, Emma;5;710
110;      Fool's Gold        (The Dragon Lords, #1);Hollins, Jon;4;711
102;      For Black Girls Like Me;Lockington, Mariama J.;4;712
100;      For Every One;Reynolds, Jason;5;713
77;      For Real;Cherry, Alison;5;714
68;      Forever 51;Skjolsvik, Pamela;5;715
92;      Forever in Blue: The Fourth Summer of the Sisterhood        (Sisterhood, #4);Brashares, Ann;3;716
29;      Forever Innocent        (Forever, #1);Roy, Deanna;4;717
51;      Forever, or a Long, Long Time;Carter, Caela;4;718
58;      Foreverywhere;Burns, Steve;4;719
22;      Forged by Fire (Hazelwood High, #2)        (Hazelwood High, #2) ;Draper, Sharon M.;5;720
76;      Fortune Falls;Goebel, Jenny;5;721
108;      Four Winds        (River of Time: California, #2);Bergren, Lisa Tawn;5;722
75;      Fowl Prey        (Bed-and-Breakfast, #2);Daheim, Mary;3;723
44;      Franchise: The Golden Arches in Black America;Chatelain, Marcia;3;724
22;      Frankenstein;Shelley, Mary;4;725
79;      Frankenstein;Shelley, Mary;4;725
113;      Frankenstein: The 1818 Text;Shelley, Mary;3;726
101;      Free Verse;Dooley, Sarah;4;727
24;      Freedom on the Menu: The Greensboro Sit-Ins;Weatherford, Carole Boston;4;728
54;      Friend Of The Devil        (Inspector Banks, #17);Robinson, Peter;4;729
68;      Friends Like These;McCreight, Kimberly;4;730
76;      Frindle;Clements, Andrew;4;731
67;      Frog and Toad Are Friends        (Frog and Toad, #1);Lobel, Arnold;5;732
11;      From Here to Eternity: Traveling the World to Find the Good Death;Doughty, Caitlin;5;733
1;      From Sand and Ash;Harmon, Amy;5;734
63;      From the Desk of Zoe Washington;Marks, Janae;4;735
8;      From the Jump;Waldon, Lacie;4;736
38;      From the Mixed-Up Files of Mrs. Basil E. Frankweiler;Konigsburg, E.L.;3;737
97;      From Twinkle, with Love;Menon, Sandhya;4;738
2;      From You to Me;Holt, K.A.;4;739
36;      Front Desk        (Front Desk, #1);Yang, Kelly;5;740
37;      Front Desk        (Front Desk, #1);Yang, Kelly;5;740
34;      Frost Like Night        (Snow Like Ashes, #3);Raasch, Sara;4;741
108;      Frostbite        (Vampire Academy, #2);Mead, Richelle;4;742
6;      Frostbitten        (Women of the Otherworld, #10);Armstrong, Kelley;5;743
46;      Fruits Basket, Vol. 10;Takaya, Natsuki;5;744
47;      Fruits Basket, Vol. 11;Takaya, Natsuki;5;745
46;      Fruits Basket, Vol. 14;Takaya, Natsuki;5;746
47;      Fruits Basket, Vol. 18;Takaya, Natsuki;5;747
46;      Fruits Basket, Vol. 2;Takaya, Natsuki;5;748
47;      Fruits Basket, Vol. 20;Takaya, Natsuki;5;749
46;      Fruits Basket, Vol. 22;Takaya, Natsuki;5;750
46;      Fruits Basket, Vol. 3;Takaya, Natsuki;5;751
9;      Funny You Should Ask;Sussman, Elissa;4;752
35;      Furious Thing;Downham, Jenny;4;753
14;      Furiously Happy: A Funny Book About Horrible Things;Lawson, Jenny;5;754
38;      Fushigi Yûgi: Genbu Kaiden, Vol. 06        (Fushigi Yûgi: Genbu Kaiden, #6);Watase, Yuu;4;755
27;      G Is for Gecko: An Alphabet Adventure in Hawaii;Robinson, Don;4;756
9;      Game Changer        (Game Changers, #1);Reid, Rachel;4;757
38;      Gaudi - Architect of Imagination;Katz, Susan B.;4;758
25;      Gemina        (The Illuminae Files, #2);Kaufman, Amie;4;759
68;      Gemina        (The Illuminae Files, #2);Kaufman, Amie;4;759
26;      Gender Queer: A Memoir;Kobabe, Maia;4;760
50;      Genesis Begins Again;Alicia D Williams;5;761
81;      Genevieve's War;Giff, Patricia Reilly;4;762
62;      George;Gino, Alex;4;763
63;      George;Gino, Alex;4;763
95;      George;Gino, Alex;4;763
77;      Georgia Rules;Steveson, Nanci Turner;5;764
51;      Ghachar Ghochar;Shanbhag, Vivek;4;765
57;      Ghost Boys;Rhodes, Jewell Parker;5;766
101;      Ghost Road Blues        (Pine Deep, #1);Maberry, Jonathan;4;767
70;      Ghost Town;Daly, D.E.;4;768
58;      Ghosted;Walsh, Rosie;4;769
80;      Ghosted;Fry, Michael;2;769
71;      Giant Days, Vol. 4;Allison, John;4;770
67;      Giddy-Up, Daddy!;Cummings, Troy;5;771
68;      Gil's All Fright Diner;Martinez, A. Lee;3;772
34;      Girl Gone Viral;Ahmadi, Arvin;1;773
54;      Girl, Woman, Other;Evaristo, Bernardine;4;774
33;      Girls Weekend;Nascosta, C.M.;3;775
90;      Glass        (Crank, #2);Hopkins, Ellen;5;776
59;      Glass Houses        (Chief Inspector Armand Gamache, #13);Penny, Louise;4;777
94;      Glass Sword        (Red Queen, #2);Aveyard, Victoria;3;778
89;      Go Ask Alice;Sparks, Beatrice;5;779
80;      Go Tell the Bees That I Am Gone        (Outlander, #9);Gabaldon, Diana;5;780
99;      Goblin Market and Other Poems;Rossetti, Christina;3;781
38;      Goddess Interrupted        (Goddess Test, #2);Carter, Aimee;4;782
60;      Going Bovine;Bray, Libba;3;783
62;      Golden Age        (The Shifting Tides #1);Maxwell, James;4;784
44;      Goldie Vance, Vol. 3;Larson, Hope;5;785
6;      Gone Girl;Flynn, Gillian;5;786
28;      Gone Girl;Flynn, Gillian;5;786
77;      Gone Girl;Flynn, Gillian;5;786
78;      Gone Girl;Flynn, Gillian;4;786
0;      Gone with the Wind;Mitchell, Margaret;3;787
39;      Good Fish: 100 Sustainable Seafood Recipes from the Pacific Coast;Selengut, Becky;3;788
63;      Good Girl, Bad Blood        (A Good Girl's Guide to Murder, #2);Jackson, Holly;4;789
83;      Good in Bed        (Cannie Shapiro, #1);Weiner, Jennifer;5;790
83;      Good Luck with That;Higgins, Kristan;5;791
80;      Good Night to Your Fantastic Elastic Brain;Deak, JoAnn;3;792
96;      Good Riddance;Lipman, Elinor;3;793
51;      Goodbye, Perfect;Barnard, Sara;4;794
25;      Grace and Katie;Merritt, Susan;4;795
18;      Granny Gomez & Jigsaw;Underwood, Deborah;5;796
86;      Granny's Kitchen: A Jamaican Story of Food and Family;Smith, Sade;5;797
107;      Grave Consequences        (Grand Tour, #2);Bergren, Lisa Tawn;3;798
99;      Great Expectations;Dickens, Charles;2;799
8;      Greedy: Notes from a Bisexual Who Wants Too Much;Winston, Jen;4;800
21;      Greek Diary;Tadić, Stipan;4;801
79;      Greenwood;Christie, Michael;3;802
81;      Gregor and the Marks of Secret        (Underland Chronicles, #4);Collins, Suzanne;4;803
49;      Grim Lovelies        (Grim Lovelies, #1);Shepherd, Megan;4;804
106;      Grip of the Shadow Plague        (Fablehaven, #3);Mull, Brandon;5;805
26;      Grow: A Family Guide to Growing Fruits and Vegetables;Raskin, Ben;4;806
98;      Grown;Jackson, Tiffany D.;5;807
25;      Grumpy Goat;Helquist, Brett;2;808
10;      Guardians of Glitter Bomb        (Love by Glitter Bomb #5);Hemlock, Maggie;5;809
102;      Gulp: Adventures on the Alimentary Canal;Roach, Mary;4;810
60;      Gunpowder Plot        (Daisy Dalrymple, #15);Dunn, Carola;4;811
14;      Guns, Germs, and Steel: The Fates of Human Societies;Diamond, Jared;4;812
28;      Gus        (Bright Side, #2);Holden, Kim;5;813
36;      Hades        (Contemporary Mythos, #1);Spade, Carly;5;814
68;      Haints and Hobwebs        (Elemental Assassin, #4.7);Estep, Jennifer;5;815
92;      Hakim's Odyssey: Book 2: From Turkey to Greece;Toulmé, Fabien;5;816
91;      Halal Hot Dogs;Aziz, Susannah;5;817
41;      Half Life;Clark, Lillian;4;818
77;      Half of a Yellow Sun / Americanah / Purple Hibiscus;Adichie, Chimamanda Ngozi;5;819
1;      Hallow Wood        (Furyck Saga, #4);Rayne, A.E.;4;820
21;      Halloween Party        (Fear Street, #8);Stine, R.L.;2;821
106;      Halt's Peril        (Ranger's Apprentice, #9);Flanagan, John;5;822
21;      Hamlet;Shakespeare, William;5;823
21;      Hamnet;O'Farrell, Maggie;4;824
99;      Handbook for Dragon Slayers;Haskell, Merrie;4;825
45;      Happily Ever Island;Cestari, Crystal;4;826
34;      Happy & You Know It;Hankin, Laura;4;827
34;      Happy Endings;Lam, Thien-Kim;2;828
60;      Harbor Me;Woodson, Jacqueline;4;829
78;      Harbor Me;Woodson, Jacqueline;5;829
75;      Hard Love;Wittlinger, Ellen;3;830
10;      Harlem Shuffle;Whitehead, Colson;3;831
55;      Harlem Shuffle;Whitehead, Colson;5;831
105;      Harold and the Purple Crayon        (Harold, #1);Johnson, Crockett;5;832
61;      Harp of Burma;Takeyama, Michio;3;833
76;      Harriet the Spy;Fitzhugh, Louise;5;834
77;      Harry Potter and the Chamber of Secrets        (Harry Potter, #2);Rowling, J.K.;5;835
49;      Harry Potter and the Cursed Child: Parts One and Two        (Harry Potter, #8);Tiffany, John;4;836
53;      Harry Potter and the Cursed Child: Parts One and Two        (Harry Potter, #8);Tiffany, John;3;836
59;      Harry Potter and the Cursed Child: Parts One and Two        (Harry Potter, #8);Tiffany, John;4;836
16;      Harry Potter and the Deathly Hallows        (Harry Potter, #7);Rowling, J.K.;5;837
17;      Harry Potter and the Deathly Hallows        (Harry Potter, #7);Rowling, J.K.;5;837
77;      Harry Potter and the Deathly Hallows        (Harry Potter, #7);Rowling, J.K.;5;837
79;      Harry Potter and the Deathly Hallows        (Harry Potter, #7);Rowling, J.K.;5;837
105;      Harry Potter and the Deathly Hallows        (Harry Potter, #7);Rowling, J.K.;5;837
3;      Harry Potter and the Goblet of Fire        (Harry Potter, #4);Rowling, J.K.;5;838
22;      Harry Potter and the Goblet of Fire        (Harry Potter, #4);Rowling, J.K.;5;838
54;      Harry Potter and the Goblet of Fire        (Harry Potter, #4);Rowling, J.K.;5;838
106;      Harry Potter and the Goblet of Fire        (Harry Potter, #4);Rowling, J.K.;5;838
2;      Harry Potter and the Half-Blood Prince        (Harry Potter, #6);Rowling, J.K.;5;839
17;      Harry Potter and the Half-Blood Prince        (Harry Potter, #6);Rowling, J.K.;5;839
39;      Harry Potter and the Half-Blood Prince        (Harry Potter, #6);Rowling, J.K.;5;839
29;      Harry Potter and the Order of the Phoenix        (Harry Potter, #5);Rowling, J.K.;5;840
78;      Harry Potter and the Order of the Phoenix        (Harry Potter, #5);Rowling, J.K.;4;840
106;      Harry Potter and the Order of the Phoenix        (Harry Potter, #5);Rowling, J.K.;5;840
114;      Harry Potter and the Order of the Phoenix        (Harry Potter, #5);Rowling, J.K.;4;840
2;      Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3);Rowling, J.K.;5;841
23;      Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3);Rowling, J.K.;5;841
28;      Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3);Rowling, J.K.;5;841
31;      Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3);Rowling, J.K.;5;841
76;      Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3);Rowling, J.K.;5;841
105;      Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3);Rowling, J.K.;5;841
3;      Harry Potter and the Sorcerer's Stone        (Harry Potter, #1);Rowling, J.K.;5;842
4;      Harry Potter and the Sorcerer's Stone        (Harry Potter, #1);Rowling, J.K.;5;842
23;      Harry Potter and the Sorcerer's Stone        (Harry Potter, #1);Rowling, J.K.;5;842
47;      Harry Potter and the Sorcerer's Stone        (Harry Potter, #1);Rowling, J.K.;5;842
83;      Harry Potter and the Sorcerer's Stone        (Harry Potter, #1);Rowling, J.K.;5;842
100;      Harry Potter and the Sorcerer's Stone        (Harry Potter, #1);Rowling, J.K.;5;842
20;      Harry Potter: A Journey Through Charms and Defence Against the Dark Arts        (Harry Potter: A Journey Through, #1);Pottermore Publishing;3;843
64;      Hash House Lingo: The Slang of Soda Jerks, Short-Order Cooks, Bartenders, Waitresses, Carhops and Other Denizens of Yesterday's Roadside;Smiley, Jack;3;844
39;      Have You Filled a Bucket Today?: A Guide to Daily Happiness for Kids;McCloud, Carol;4;845
10;      Have You Seen Luis Velez?;Hyde, Catherine Ryan;4;846
38;      Healer and Witch;Werlin, Nancy;4;847
32;      Heart Bones;Hoover, Colleen;4;848
1;      Heart of the Fae        (The Otherworld, #1);Hamm, Emma;2;849
74;      Heart Song        (Logan, #2);Andrews, V.C.;4;850
99;      Heartbeat Braves        (Crooked Rock, #1);Sanderson, Pamela;4;851
114;      Heartstone        (Heartstone, #1);White, Elle Katharine;4;852
31;      Heartstopper: The Mini Comics;NOT A BOOK;5;853
49;      Heartstopper: Volume One        (Heartstopper, #1);Oseman, Alice;4;854
30;      Heartstopper: Volume Three        (Heartstopper, #3);Oseman, Alice;5;855
44;      Heartstopper: Volume Three        (Heartstopper, #3);Oseman, Alice;5;855
41;      Hell Followed With Us;White, Andrew Joseph;5;856
31;      Henry Hamlet's Heart;Wilde, Rhiannon;5;857
66;      Henry Huggins        (Henry Huggins, #1);Cleary, Beverly;4;858
26;      Her Dark Knight;Cullen, Sharon;3;859
18;      Her Fearful Symmetry;Niffenegger, Audrey;5;860
11;      Her Yuletide Angel;Adams, Avery Taylor;5;861
70;      Herbie's Big Adventure;Poh, Jennie;3;862
19;      Here and Now and Then;Chen, Mike;5;863
25;      Here We Are: Notes for Living on Planet Earth;Jeffers, Oliver;4;864
24;      Hickory Dickory Dog;Murray, Alison;4;865
99;      Hiddensee: A Tale of the Once and Future Nutcracker;Maguire, Gregory;2;866
83;      Hide        (Detective D.D. Warren, #2);Gardner, Lisa;4;867
14;      Hillbilly Elegy: A Memoir of a Family and Culture in Crisis;Vance, J.D.;5;868
111;      Hillbilly Elegy: A Memoir of a Family and Culture in Crisis;Vance, J.D.;2;868
112;      Hillbilly Elegy: A Memoir of a Family and Culture in Crisis;Vance, J.D.;2;868
28;      Him        (Him, #1);Bowen, Sarina;5;869
2;      History Is All You Left Me;Silvera, Adam;4;870
35;      Hitched: The Final Five        (Hitched, #3);DeRosa, G.K.;5;871
52;      Hitty, Her First Hundred Years;Field, Rachel;5;872
32;      Hocus Pocus & The All New Sequel;Jantha, A.W.;2;873
20;      Hold Me Closer: The Tiny Cooper Story;Levithan, David;4;874
67;      Hole in My Life;Gantos, Jack;4;875
57;      Holes        (Holes, #1);Sachar, Louis;5;876
64;      Holes        (Holes, #1);Sachar, Louis;5;876
67;      Holes        (Holes, #1);Sachar, Louis;5;876
76;      Holes        (Holes, #1);Sachar, Louis;5;876
77;      Holes        (Holes, #1);Sachar, Louis;5;876
94;      Hollow City        (Miss Peregrine's Peculiar Children, #2);Riggs, Ransom;4;877
88;      Home Before Dark;Sager, Riley;3;878
29;      Home Run        (The Boys of Summer, #2);McLaughlin, Heidi;3;879
29;      Home Tears;Tijan;4;880
110;      Homecoming        (Ghostgirl, #2);Hurley, Tonya;4;881
55;      Homegoing;Gyasi, Yaa;5;882
70;      Honest June;Wells, Tina;4;883
10;      Honey Girl;Rogers, Morgan;2;884
77;      Hope Is a Ferris Wheel;Herrera, Robin;5;885
113;      Horrorstör;Hendrix, Grady;3;886
48;      Hot British Boyfriend;Boyce, Kristy;4;887
99;      Hotel on the Corner of Bitter and Sweet;Ford, Jamie;2;888
0;      House of Matchsticks;Downing, Elisa;3;889
98;      House of Salt and Sorrows;Craig, Erin A.;5;890
26;      How Do Dinosaurs Eat Their Food?;Yolen, Jane;4;891
39;      How Full is Your Bucket? Positive Strategies for School and Life: Young Reader's Edition;Rath, Tom;3;892
25;      How Gator Says Good-bye!;Samoun, Abigail;3;893
19;      How I Live Now;Rosoff, Meg;5;894
55;      How Lulu Lost Her Mind;Gibson, Rachel;4;895
94;      How My Private, Personal Journal Became a Bestseller;DeVillers, Julia;3;896
78;      How to Be a Good Creature: A Memoir in Thirteen Animals;Montgomery, Sy;4;897
14;      How to Be a Victorian;Goodman, Ruth;5;898
19;      How to Be Good;Hornby, Nick;3;899
41;      How to Be Remy Cameron;Winters, Julian;5;900
8;      How to Fake It in Hollywood;Wilder, Ava;5;901
22;      How to Fracture a Fairy Tale;Yolen, Jane;5;902
69;      How to Love a Duke in Ten Days        (Devil You Know, #1);Byrne, Kerrigan;5;903
40;      How to Make a Wish;Blake, Ashley Herring;5;904
41;      How to Make a Wish;Blake, Ashley Herring;5;904
57;      How to Save a Life;Zarr, Sara;5;905
81;      How to Talk to a Tiger . . . And Other Animals: How Critters Communicate in the Wild;Bittel, Jason;3;906
13;      Howl’s Moving Castle        (Howl’s Moving Castle, #1);Jones, Diana Wynne;5;907
78;      Howl’s Moving Castle        (Howl’s Moving Castle, #1);Jones, Diana Wynne;3;907
85;      Hunger: A Memoir of (My) Body;Gay, Roxane;5;908
32;      Hush        (Hush, #1);Farrow, Dylan;4;909
107;      Hush, Hush        (Hush, Hush, #1);Fitzpatrick, Becca;2;910
108;      Hush, Hush        (Hush, Hush, #1);Fitzpatrick, Becca;2;910
76;      I Am a Genius of Unspeakable Evil and I Want to Be Your Class President;Lieb, Josh;5;911
92;      I Am Brown;Banker, Ashok;4;912
91;      I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban;Yousafzai, Malala;4;913
79;      I Am Pilgrim;Hayes, Terry;3;914
101;      I Am Princess X;Priest, Cherie;4;915
50;      I Am Small;Leng, Qin;5;916
27;      I Can Say No;Simmons, Jenny;3;917
100;      I Capture the Castle;Smith, Dodie;4;918
39;      I Don't Have a Dog;Hileman, Contessa;4;919
18;      I Heart You;Fleming, Meg;5;920
46;      I Kissed Shara Wheeler;McQuiston, Casey;5;921
59;      I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1);Angelou, Maya;4;922
91;      I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1);Angelou, Maya;4;922
92;      I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1);Angelou, Maya;4;922
99;      I Love You So Mochi;Kuhn, Sarah;4;923
24;      I Scream! Ice Cream!: A Book of Wordles;Rosenthal, Amy Krouse;3;924
24;      I Want A Friend;Ross, Tony;2;925
21;      I Want to Die but I Want to Eat Tteokbokki;Baek, Se-hee;3;926
102;      I Will Always Write Back: How One Letter Changed Two Lives;Alifirenka, Caitlin;4;927
101;      I Will Judge You by Your Bookshelf;Snider, Grant;3;928
24;      I Wish I Had . . .;Zoboli, Giovanna;3;929
40;      I Wish You All the Best;Deaver, Mason;5;930
48;      I Wish You All the Best        (I Wish You All the Best, #1);Deaver, Mason;5;931
53;      I, Saul;Jenkins, Jerry B.;2;932
91;      Ibrahim Khan and the Mystery of the Haunted Lake;Khan, Farheen;4;933
106;      Icefire        (The Last Dragon Chronicles, #2);d'Lacey, Chris;5;934
104;      I'd Tell You I Love You, But Then I'd Have to Kill You        (Gallagher Girls, #1);Carter, Ally;4;935
90;      Identical;Hopkins, Ellen;5;936
50;      If I Fix You;Johnson, Abigail;5;937
96;      If I Should Say I Have Hope;Melnick, Lynn;5;938
23;      If I Was Your Girl;Russo, Meredith;5;939
34;      If We Were Villains;Rio, M.L.;4;940
88;      If We Were Villains;Rio, M.L.;3;940
96;      I'm Glad My Mom Died;McCurdy, Jennette;5;941
34;      I'm Not Dying with You Tonight;Jones, Kimberly;4;942
35;      I'm Not Dying with You Tonight;Jones, Kimberly;4;942
31;      I'm Not in Love        (Don't Let Go, #1);Kerick, Mia;3;943
8;      I'm the Girl;Summers, Courtney;4;944
35;      I'm the Girl;Summers, Courtney;1;944
46;      I'm the Girl;Summers, Courtney;5;944
41;      Immoral Code;Clark, Lillian;4;945
54;      Impact: How Rocks from Space Led to Life, Culture, and Donkey Kong;Brennecka, Greg;5;946
34;      Impossible        (Impossible, #1);Werlin, Nancy;3;947
8;      In a Holidaze;Lauren, Christina;3;948
20;      In a Holidaze;Lauren, Christina;2;948
45;      In a Holidaze;Lauren, Christina;3;948
6;      In Cold Blood;Capote, Truman;5;949
18;      In Cold Blood;Capote, Truman;5;949
86;      In Every Generation;Blake, Kendare;2;950
27;      In Love with Squares & Rectangles: 10 Quilt Projects with Batiks & Solids from Blue Underground Studios;Walsh, Amy;2;951
61;      In Other Lands;Brennan, Sarah Rees;5;952
52;      In Pursuit of the Green Lion        (Margaret of Ashbury, #2);Riley, Judith Merkle;1;953
98;      In search of black history with Bonnie Greer;Greer, Bonnie;5;954
111;      In Search of the Lost World        (Primordia #1);Beck, Greig;5;955
30;      In the Event of Love        (Fern Falls, #1);Kae, Courtney;5;956
63;      In the Hand of the Goddess        (Song of the Lioness, #2);Pierce, Tamora;3;957
56;      Ina May's Guide to Childbirth;Gaskin, Ina May;4;958
28;      Indebted        (The Premonition, #3);Bartol, Amy A.;5;959
75;      Indelible        (Grant County, #4);Slaughter, Karin;3;960
16;      Indomitable        (Intangible, #0.75);Meyers, Jen;5;961
42;      Inferno        (Blood for Blood, #2);Doyle, Catherine;5;962
107;      Inferno        (Blood for Blood, #2);Doyle, Catherine;5;962
108;      Inferno        (Blood for Blood, #2);Doyle, Catherine;5;962
49;      Ink        (Skin Books, #1);Broadway, Alice;3;963
23;      Ink Exchange        (Wicked Lovely, #2);Marr, Melissa;5;964
26;      Inked;Drummond, Everly;2;965
23;      Inside Out & Back Again;Lai, Thanhha;5;966
37;      Inside Out & Back Again;Lai, Thanhha;5;966
26;      Inspired Cross-Stitch: 30 Patterns Plus Alphabets to Create Your Own Mantras;Bussi, Gail;3;967
89;      Insurgent        (Divergent, #2);Roth, Veronica;5;968
93;      Insurgent        (Divergent, #2);Roth, Veronica;4;968
17;      Intangible        (Intangible, #1);Meyers, Jen;5;969
79;      Interpreter of Maladies;Lahiri, Jhumpa;4;970
44;      Interview with the Vixen        (Archie Horror, #2);Barrow, Rebecca;4;971
16;      Intrusive Thoughts;LeTendre, Brian;5;972
17;      Intrusive Thoughts;LeTendre, Brian;5;972
27;      Irena Book One: Wartime Ghetto;Morvan, Jean-David;4;973
37;      Irresistible Demise        (After Midnight #1);Spade, Carly;5;974
48;      Isn't It Bromantic?        (Bromance Book Club, #4);Adams, Lyssa Kay;5;975
55;      Isn't It Bromantic?        (Bromance Book Club, #4);Adams, Lyssa Kay;5;975
49;      Israel: A Simple Guide to the Most Misunderstood Country on Earth;Tishby, Noa;5;976
101;      It Came from the Multiplex: 80s Midnight Chillers;Viola, Joshua;3;977
48;      It Ends in Fire;Shvarts, Andrew;4;978
64;      It Looks Like Us;Ames, Alison;5;979
29;      It's All Relative;Stephens, S.C.;4;980
100;      It's Not About the Burqa: Muslim Women on Faith, Feminism, Sexuality and Race;Khan, Mariam;4;981
44;      It's Not Like It's a Secret;Sugiura, Misa;4;982
77;      It's Really 10 Months Special Delivery: A Collection of Stories from Girth to Birth;Guenther, Natalie;5;983
22;      Jack in the Box;Grimes, Tiffany;5;984
11;      Jack the Ripper;Burgan, Michael;4;985
29;      Jacked        (Trent Brothers, #1);Reber, Tina;5;986
91;      Jacob Have I Loved;Paterson, Katherine;3;987
96;      Jane Eyre;Brontë, Charlotte;3;988
82;      Jefferson's Sons;Bradley, Kimberly Brubaker;4;989
7;      Jem and the Holograms, Vol. 1: Showtime;Thompson, Kelly;4;990
100;      Jo Jo Makoons: The Used-to-Be Best Friend;Quigley, Dawn;4;991
45;      Jo: A Graphic Novel;Gros, Kathleen;4;992
55;      Joan Is Okay;Wang, Weike;4;993
110;      Johnny Be Good        (Johnny Be Good, #1);Toon, Paige;5;994
81;      Johnny Tremain;Forbes, Esther;4;995
109;      Jonathan Strange & Mr Norrell;Clarke, Susanna;4;996
110;      Jonathan Strange & Mr Norrell;Clarke, Susanna;4;996
70;      Journey to the moon and other stories;Goodwin, Ed;3;997
107;      Juliet;Fortier, Anne;3;998
110;      Julius Caesar;Shakespeare, William;5;999
88;      Junie B. Jones and Some Sneaky Peeky Spying        (Junie B. Jones, #4);Park, Barbara;5;1000
30;      Juniper & Thorn;Reid, Ava;3;1001
1;      Jurassic Park        (Jurassic Park, #1);Crichton, Michael;5;1002
75;      Just Desserts        (A Savannah Reid Mystery, #1);McKevett, G.A.;4;1003
68;      Just Like Magic;Hogle, Sarah;4;1004
45;      Just Like Mother;Heltzel, Anne;4;1005
44;      Just Mercy: A Story of Justice and Redemption;Stevenson, Bryan;3;1006
51;      Just Under the Clouds;Sarno, Melissa;3;1007
19;      Kafka on the Shore;Murakami, Haruki;5;1008
101;      Kakapo Rescue: Saving the World's Strangest Parrot;Montgomery, Sy;5;1009
104;      Kaleidoscope;Selznick, Brian;3;1010
59;      Kamila Knows Best;Heron, Farah;4;1011
47;      Kamisama Kiss, Vol. 1        (Kamisama Kiss, #1);Suzuki, Julietta;5;1012
17;      Kansas City Cover-Up / Manhunt;Miller, Julie;5;1013
60;      Karma Khullar's Mustache;Wientge, Kristi;3;1014
51;      Karthik Delivers;Chari, Sheela;4;1015
66;      Katie John;Calhoun, Mary;5;1016
45;      Katie the Catsitter: Best Friends for Never;Venable, Colleen A.F.;4;1017
56;      Keep It Together, Keiko Carter;Florence, Debbi Michiko;5;1018
66;      Kelsey Green, Reading Queen;Mills, Claudia;5;1019
67;      Kelsey Green, Reading Queen;Mills, Claudia;5;1019
