User;Book;Author;Rating;Book_id
20;1984;Orwell, George;4;0
89;      #scandal;Ockler, Sarah;5;1
36;      10 Truths and a Dare;Elston, Ashley;5;2
95;      100 Days of Sunlight;Emmons, Abbie;3;3
97;      100 Days of Sunlight;Emmons, Abbie;5;3
60;      11 Birthdays        (Willow Falls, #1);Mass, Wendy;4;4
94;      11th Hour        (Women's Murder Club #11);Patterson, James;4;5
32;      15-Minute Drawing: Getting Started: From sketch to finished drawing in just 15 minutes!;McManness, Erin;4;6
114;      20,000 Leagues Under the Sea and other Classic Novels;Verne, Jules;4;7
55;      2030: How Today's Biggest Trends Will Collide and Reshape the Future of Everything;Guillén, Mauro F.;4;8
84;      212        (Ellie Hatcher, #3);Burke, Alafair;3;9
75;      22 Indigo Place;Brown, Sandra;2;10
4;      40 Days of Decrease: A Different Kind of Hunger. A Different Kind of Fast.;Chole, Alicia Britt;5;11
94;      7th Heaven        (Women's Murder Club, #7);Patterson, James;4;12
95;      84, Charing Cross Road;Hanff, Helene;5;13
4;      99 Percent Mine;Thorne, Sally;5;14
5;      A ​Court of Silver Flames        (A Court of Thorns and Roses, #4);Maas, Sarah J.;5;15
49;      A ​Court of Silver Flames        (A Court of Thorns and Roses, #4);Maas, Sarah J.;5;15
18;      A Banquet for Hungry Ghosts: A Collection of Deliciously Frightening Tales;Compestine, Ying Chang;4;16
29;      A Beautiful Funeral        (The Maddox Brothers, #5);McGuire, Jamie;5;17
92;      A Bedtime Prayer for Peace;Dada, Akila;4;18
59;      A Better Man        (Chief Inspector Armand Gamache, #15);Penny, Louise;4;19
99;      A Bollywood Affair        (Bollywood, #1);Dev, Sonali;1;20
24;      A Book of Sleep;Na, Il Sung;4;21
84;      A Brush with Murder        (A Paint by Murder Mystery #1);Abbott, Bailee;2;22
93;      A Caress of Twilight        (Merry Gentry, #2);Hamilton, Laurell K.;5;23
71;      A Case of the Jitters        (Dream Team #2);Percival, Tom;3;24
55;      A Catered Book Club Murder        (A Mystery With Recipes, #16);Crawford, Isis;3;25
47;"      A Child Called ""It""        (Dave Pelzer, #1)";Pelzer, Dave;5;26
84;      A Christmas Candy Killing;Romeril, Christina;2;27
55;      A Confederacy of Dunces;Toole, John Kennedy;4;28
76;      A Corner of the Universe;Martin, Ann M.;5;29
11;      A Cosmology of Monsters;Hamill, Shaun;4;30
32;      A Court of Frost and Starlight        (A Court of Thorns and Roses, #3.1);Maas, Sarah J.;3;31
31;      A Court of Mist and Fury        (A Court of Thorns and Roses, #2);Maas, Sarah J.;4;32
42;      A Court of Thorns and Roses        (A Court of Thorns and Roses, #1);Maas, Sarah J.;4;33
43;      A Court of Thorns and Roses        (A Court of Thorns and Roses, #1);Maas, Sarah J.;4;33
31;      A Court of Wings and Ruin        (A Court of Thorns and Roses, #3);Maas, Sarah J.;3;34
85;      A Court of Wings and Ruin        (A Court of Thorns and Roses, #3);Maas, Sarah J.;4;34
32;      A Curse So Dark and Lonely        (Cursebreakers, #1);Kemmerer, Brigid;4;35
63;      A Darker Shade of Magic        (Shades of Magic, #1);Schwab, V.E.;4;36
6;      A Darkness Absolute        (Rockton, #2);Armstrong, Kelley;5;37
62;      A Deadly Education        (The Scholomance, #1);Novik, Naomi;4;38
63;      A Deadly Education        (The Scholomance, #1);Novik, Naomi;4;38
14;      A Deadly Fortune;Murphy, Stacie;5;39
33;      A Deal with the Elf King        (Married to Magic, #1);Kova, Elise;4;40
88;      A Disability History of the United States;Nielsen, Kim E.;5;41
3;      A Dog's Purpose        (A Dog's Purpose, #1);Cameron, W. Bruce;5;42
68;      A Doomful of Sugar;Bruns, Catherine;4;43
35;      A Dragonbird in the Fern;Rueckert, Laura;4;44
69;      A Duke for Diana        (Designing Debutantes, #1);Jeffries, Sabrina;4;45
25;      A Funny Little Bird;Yerkes, Jennifer;3;46
110;      A Game of Thrones;Martin, George R.R.;5;47
94;      A Gentle Grace        (Wedded Women Quartet, #4);Eaton, Jillian;5;48
10;      A Gentleman in Moscow;Towles, Amor;3;49
5;      A Girl Like Her        (Ravenswood, #1);Hibbert, Talia;5;50
69;      A Good Day for Chardonnay        (Sunshine Vicram, #2);Jones, Darynda;5;51
3;      A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1);Jackson, Holly;4;52
8;      A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1);Jackson, Holly;5;52
100;      A Good Kind of Trouble;Ramee, Lisa;5;53
101;      A Good Kind of Trouble;Ramee, Lisa;3;53
81;      A Handful of Stars;Lord, Cynthia;4;54
34;      A Haunted History of Invisible Women: True Stories of America's Ghosts;Hieber, Leanna Renee;3;55
45;      A Head Full of Ghosts;Tremblay, Paul;3;56
102;      A Head Full of Ghosts;Tremblay, Paul;4;56
64;      A Heaven-Kissing Hill;Magruder, Julia;3;57
14;      A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam;Armstrong, Karen;4;58
76;      A House for Mr Biswas;Naipaul, V.S.;5;59
23;      A Jedi You Will Be;Chhibber, Preeti;5;60
69;      A Kiss at Midnight        (Fairy Tales, #1);James, Eloisa;5;61
0;      A Lair of Bones        (Curse of the Cyren Queen, #1);Scheuerer, Helen;4;62
61;      A Lesson in Secrets        (Maisie Dobbs, #8);Winspear, Jacqueline;4;63
85;      A Madness So Discreet;McGinnis, Mindy;4;64
98;      A Memory in the Flame        (Charlie Travesty, #3);Elliott, Jessi;5;65
32;      A Merry Little Meet Cute;Murphy, Julie;5;66
58;      A Million Junes;Henry, Emily;2;67
82;      A Million Shades of Gray;Kadohata, Cynthia;3;68
7;      A Monster Calls;Ness, Patrick;5;69
74;      A More Perfect Union        (J.P. Beaumont, #6);Jance, J.A.;3;70
92;      A New Friend: One Book, Two Stories;Menzies, Lucy;4;71
58;      A New Hope        (Thunder Point, #8);Carr, Robyn;4;72
86;      A New Map of Love;Oliver, Abi;3;73
25;      A New Roof;Meister, Cari;3;74
80;      A Place at the Table;Faruqi, Saadia;4;75
109;      A Place Called Perfect;Duggan, Helena;4;76
84;      A Place for Us;Mirza, Fatima Farheen;4;77
36;      A Place to Hang the Moon;Albus, Kate;5;78
37;      A Place to Hang the Moon;Albus, Kate;5;78
65;      A Portrait of the Artist As a Young Man;Joyce, James;3;79
28;      A Pound of Flesh        (A Pound of Flesh, #1);Jackson, Sophie;5;80
62;      A Question of Holmes        (Charlotte Holmes, #4);Cavallaro, Brittany;4;81
63;      A Question of Holmes        (Charlotte Holmes, #4);Cavallaro, Brittany;4;81
99;      A Rhythm of Prayer: A Collection of Meditations for Renewal;Bessey, Sarah;5;82
54;      A Rip Through Time        (A Rip Through Time, #1);Armstrong, Kelley;3;83
35;      A Sisterhood of Secret Ambitions;Boekweg, Sheena;3;84
36;      A Snicker of Magic;Lloyd, Natalie;5;85
37;      A Snicker of Magic;Lloyd, Natalie;5;85
47;      A Song of Wraiths and Ruin        (A Song of Wraiths and Ruin, #1);Brown, Roseanne A.;4;86
44;      A Spindle Splintered        (Fractured Fables #1);Harrow, Alix E.;5;87
54;      A Spindle Splintered        (Fractured Fables, #1);Harrow, Alix E.;4;88
69;      A Stranger in Town        (Rockton #6);Armstrong, Kelley;5;89
109;      A Street Cat Named Bob;Bowen, James;4;90
91;      A Tale of Highly Unusual Magic;Papademetriou, Lisa;4;91
12;      A Tale of Two Cities;Dickens, Charles;5;92
100;      A Tangled Web;Montgomery, L.M.;3;93
44;      A Taste of Sage;Santos, Yaffa S.;3;94
114;      A Thousand Sleepless Nights;King, Michael;2;95
74;      A Time to Kill        (Jake Brigance, #1);Grisham, John;5;96
93;      A Torch Against the Night        (An Ember in the Ashes, #2);Tahir, Sabaa;4;97
7;      A Visit from the Goon Squad;Egan, Jennifer;3;98
75;      A Whole New Light;Brown, Sandra;2;99
36;      A Wish in the Dark;Soontornvat, Christina;5;100
37;      A Wish in the Dark;Soontornvat, Christina;5;100
86;      A Wizard of Earthsea        (Earthsea Cycle, #1);Le Guin, Ursula K.;3;101
99;      A Wizard’s Guide to Defensive Baking;Kingfisher, T.;4;102
59;      A Wrinkle in Time        (Time Quintet, #1);L'Engle, Madeleine;4;103
52;      A Yellow Raft in Blue Water;Dorris, Michael;3;104
45;      世界で一番おっぱいが好き! 4 [Sekai de Ichiban Oppai ga Suki! 4]        (Breasts Are My Favorite Things in the World!, #4);Konbu, Wakame;5;105
45;      エクレア orange あなたに響く百合アンソロジー;Nakatani, Nio;4;106
26;      Abandoned NYC;Ellis, Will;5;107
83;      Abide With Me        (Sister Agatha and Father Selwyn Mystery, #3);Willan, Jane;4;108
101;      Absolutely Truly        (Pumpkin Falls, #1);Frederick, Heather Vogel;4;109
40;      Ace of Spades;Àbíké-Íyímídé, Faridah;5;110
41;      Ace of Spades;Àbíké-Íyímídé, Faridah;5;110
31;      Aces Wild: A Heist;DeWitt, Amanda;4;111
7;      Across the Universe        (Across the Universe, #1);Revis, Beth;5;112
8;      Act Cool;McSmith, Tobly;4;113
24;      Ada Twist, Scientist;Beaty, Andrea;5;114
17;      Adrift!        (Lost Girls, #1);Aber, Linda Williams;3;115
46;      Aetherbound;Johnston, E.K.;4;116
28;      Aflame        (Fall Away, #4);Douglas, Penelope;5;117
80;      African Icons: Ten People Who Built a Continent;Baptiste, Tracey;3;118
14;      After Alice Fell;Blakemore, Kim Taylor;5;119
30;      After Dark with Roxie Clark;Davis, Brooke Lauren;4;120
75;      After the Fall;Kelman, Judith;2;121
97;      After the First Death;Cormier, Robert;4;122
66;      After the Ink Dries;Gustafson, Cassie;5;123
8;      After the Party;Lees, Georgina;3;124
90;      After We Collided        (After, #2);Todd, Anna;1;125
33;      AFTER: The Graphic Novel;Todd, Anna;3;126
0;      Agata, Princess of Iberia;Buenen, Emma C.;4;127
84;      Agatha's First Case        (Agatha Raisin #0.5);Beaton, M.C.;3;128
105;      Age of Swords        (The Legends of the First Empire, #2);Sullivan, Michael J.;5;129
114;      Agnes Grey;Brontë, Anne;3;130
92;      Ahmed Aziz's Epic Year;Hamza, Nina;4;131
99;      Airhead        (Airhead, #1);Cabot, Meg;3;132
99;      Akata Witch        (The Nsibidi Scripts #1);Okorafor, Nnedi;4;133
26;      Al Capone Shines My Shoes        (tales from Alcatraz, #2);Choldenko, Gennifer;5;134
25;      Alan's Big, Scary Teeth;Jarvis;4;135
86;      Alcatraz Versus the Evil Librarians        (Alcatraz, #1);Sanderson, Brandon;3;136
75;      Alex Cross, Run        (Alex Cross, #20);Patterson, James;4;137
52;      Ali and Nino;Said, Kurban;5;138
109;      Alice in Brexitland;Young, Lucien;4;139
88;      Alice in Wonderland;Carruth, Jane;3;140
79;      Alice's Adventures in Wonderland / Through the Looking-Glass;Carroll, Lewis;1;141
91;      Alice's Adventures in Wonderland / Through the Looking-Glass;Carroll, Lewis;3;141
102;      All American Boys;Reynolds, Jason;4;142
20;      All Boys Aren't Blue;Johnson, George M.;5;143
56;      All Four Stars        (All Four Stars, #1);Dairman, Tara;5;144
78;      All Rise for the Honorable Perry T. Cook;Connor, Leslie;5;145
87;      All the Bad Apples;Fowley-Doyle, Moïra;4;146
44;      All the Bright Places;Niven, Jennifer;1;147
25;      All the Colors of the Earth;Hamanaka, Sheila;4;148
53;      All the Ever Afters: The Untold Story of Cinderella's Stepmother;Teller, Danielle;3;149
42;      All the Light We Cannot See;Doerr, Anthony;2;150
43;      All the Light We Cannot See;Doerr, Anthony;2;150
18;      All the Missing Girls;Miranda, Megan;4;151
85;      All the President's Men;Bernstein, Carl;4;152
44;      All the Single Ladies: Unmarried Women and the Rise of an Independent Nation;Traister, Rebecca;3;153
80;      All Thirteen: The Incredible Cave Rescue of the Thai Boys' Soccer Team;Soontornvat, Christina;4;154
44;      All Together Dead        (Sookie Stackhouse, #7);Harris, Charlaine;3;155
74;      All Together Dead        (Sookie Stackhouse, #7);Harris, Charlaine;3;155
100;      All You Knead Is Love;Guerrero, Tanya;4;156
28;      All Your Perfects;Hoover, Colleen;5;157
97;      Allegedly;Jackson, Tiffany D.;5;158
104;      Allegiant        (Divergent, #3);Roth, Veronica;4;159
107;      Allegiant        (Divergent, #3);Roth, Veronica;3;159
81;      Allergic: A Graphic Novel;Lloyd, Megan Wagner;4;160
21;      All's Well That Ends Well;Shakespeare, William;4;161
53;      Almost Everything: Notes on Hope;Lamott, Anne;2;162
80;      Alone;Freeman, Megan E.;5;163
24;      Alone Together;Bloom, Suzanne;3;164
66;      Alpaca My Bags: A Wish Novel;Goebel, Jenny;5;165
67;      Alpaca My Bags: A Wish Novel;Goebel, Jenny;5;165
0;      Alter Ego: My journeys beyond human boundaries;Golfieri, Giuliano;4;166
99;      Always and Forever, Lara Jean        (To All the Boys I've Loved Before, #3);Han, Jenny;4;167
25;      Always Remember;Meng, Cece;3;168
37;      Amari and the Night Brothers        (Supernatural Investigations, #1);Alston, B.B.;5;169
98;      Amari and the Night Brothers        (Supernatural Investigations, #1);Alston, B.B.;5;169
12;      American Born Chinese;Yang, Gene Luen;5;170
22;      American Born Chinese;Yang, Gene Luen;5;170
55;      American Gods        (American Gods, #1);Gaiman, Neil;5;171
51;      American Panda;Chao, Gloria;5;172
55;      American Predator: The Hunt for the Most Meticulous Serial Killer of the 21st Century;Callahan, Maureen;4;173
55;      Americanah;Adichie, Chimamanda Ngozi;4;174
92;      Amira  Hamza: The Quest for the Ring of Power        (Amira & Hamza, #2);Ahmed, Samira;4;175
71;      An Absolutely Remarkable Thing        (An Absolutely Remarkable Thing, #1);Green, Hank;4;176
11;      An Absolutely Remarkable Thing        (The Carls, #1);Green, Hank;1;177
14;      An American Princess: The Many Lives of Allene Tew;Zijl, Annejet van der;4;178
103;      An Ember in the Ashes        (An Ember in the Ashes, #1);Tahir, Sabaa;4;179
32;      An Enchantment of Ravens;Rogerson, Margaret;4;180
53;      An Irish Country Village        (Irish Country #2);Taylor, Patrick;4;181
15;      An Unfinished Life: John F. Kennedy, 1917-1963;Dallek, Robert;4;182
38;      An Unlikely Ballerina;Goddu, Krystyna Poray;4;183
88;      An Unwanted Guest;Lapena, Shari;4;184
2;      Ana on the Edge;Sass, A.J.;4;185
64;      And a Puzzle to Die On        (Puzzle Lady #6);Hall, Parnell;4;186
20;      And Another Thing        (World According To Clarkson, #2);Clarkson, Jeremy;4;187
52;      And They Called It Camelot: A Novel of Jacqueline Bouvier Kennedy Onassis;Thornton, Stephanie;3;188
53;      And They Called It Camelot: A Novel of Jacqueline Bouvier Kennedy Onassis;Thornton, Stephanie;3;188
53;      Angel on the Square        (Angel on the Square, #1);Whelan, Gloria;4;189
106;      Angelfire        (Angelfire, #1);Moulton, Courtney Allison;5;190
96;      Animal Farm;Orwell, George;4;191
56;      Animal, Vegetable, Miracle: A Year of Food Life;Kingsolver, Barbara;5;192
107;      Anna and the French Kiss        (Anna and the French Kiss, #1);Perkins, Stephanie;5;193
114;      Anna and the French Kiss        (Anna and the French Kiss, #1);Perkins, Stephanie;5;193
22;      Anna Karenina;Tolstoy, Leo;4;194
13;      Anna of Byzantium;Barrett, Tracy;5;195
14;      Annelies;Gillham, David R.;4;196
47;      Annie on My Mind;Garden, Nancy;5;197
25;      Another Brooklyn;Woodson, Jacqueline;4;198
60;      Answers in the Pages;Levithan, David;4;199
20;      Antigone        (The Theban Plays, #3);Sophocles;4;200
21;      Any Way the Wind Blows        (Simon Snow, #3);Rowell, Rainbow;4;201
20;      Are We There Yet?;Levithan, David;5;202
107;      Ariadne's Crown;Hora, Meadoe;2;203
108;      Ariadne's Crown;Hora, Meadoe;2;203
46;      Aristotle and Dante Discover the Secrets of the Universe        (Aristotle and Dante, #1);Sáenz, Benjamin Alire;4;204
79;      Aristotle and Dante Discover the Secrets of the Universe        (Aristotle and Dante, #1);Sáenz, Benjamin Alire;4;204
39;      Arroz con leche / Rice Pudding;Argueta, Jorge;3;205
79;      Arsenic and Adobo        (Tita Rosie's Kitchen Mystery, #1);Manansala, Mia P.;4;206
4;      Artemis Fowl        (Artemis Fowl, #1);Colfer, Eoin;5;207
62;      Artemis Fowl        (Artemis Fowl, #1);Colfer, Eoin;5;207
105;      Artemis Fowl        (Artemis Fowl, #1);Colfer, Eoin;4;207
36;      Aru Shah and the End of Time        (Pandava, #1);Chokshi, Roshani;5;208
11;      As Far As You'll Take Me;Stamper, Phil;4;209
21;      As Máscaras do Destino;Espanca, Florbela;4;210
42;      As You Wish: Inconceivable Tales from the Making of The Princess Bride;Elwes, Cary;4;211
31;      Asking for a Friend;Osho, Andi;1;212
23;      Assassin's Heart        (Assassin's Heart, #1);Ahiers, Sarah;5;213
39;      Assassin's Heart        (Order of the Sicari, #2);Burns, Monica;3;214
103;      Aster of Pan, Vol. 1;Merwan;3;215
55;      Astrophysics for People in a Hurry;Tyson, Neil deGrasse ;4;216
74;      At First Sight;Sparks, Nicholas;2;217
61;      At Home: A Short History of Private Life;Bryson, Bill;3;218
7;      Atoning        (Darkness Rising #3.1);Armstrong, Kelley;5;219
76;      Attachments;Rowell, Rainbow;5;220
103;      Attack on Titan, Vol. 3        (Attack on Titan, #3);Isayama, Hajime;4;221
104;      Attack on Titan, Vol. 3        (Attack on Titan, #3);Isayama, Hajime;4;221
82;      Atticus of Rome 30 B.C.;Denenberg, Barry;4;222
43;      Auggie & Me: Three Wonder Stories        (Wonder #1.5, 1.6, 1.7);Palacio, R.J.;5;223
114;      August and Everything After;Doktorski, Jennifer Salvato;2;224
61;      Aunt Dimity and the Buried Treasure        (Aunt Dimity Mystery, #21);Atherton, Nancy;3;225
84;      Auntie Poldi and the Sicilian Lions;Giordano, Mario;2;226
44;      Aurora's Angel;Noon, Emily;5;227
14;      Autism in Heels: The Untold Story of a Female Life on the Spectrum;O'Toole, Jennifer;4;228
35;      Autoboyography;Lauren, Christina;4;229
48;      Autoboyography;Lauren, Christina;5;229
24;      Autumn: A Pop-Up Book;Carter, David A.;4;230
10;      Awakened        (House of Night, #8);Cast, P.C.;5;231
74;      B is for Burglar        (Kinsey Millhone, #2);Grafton, Sue;4;232
109;      Baby Be Mine        (Johnny Be Good, #2);Toon, Paige;4;233
27;      Baby Santa;DeLand, M. Maitland;3;234
12;      Bad Witch Burning;Lewis, Jessica;5;235
40;      Bang;Lyga, Barry;5;236
33;      Barbarian Alien        (Ice Planet Barbarians, #2);Dixon, Ruby;4;237
32;      Barbarian Lover        (Ice Planet Barbarians, #3);Dixon, Ruby;4;238
32;      Barbarian Mine        (Ice Planet Barbarians, #4);Dixon, Ruby;5;239
33;      Barbarian Mine        (Ice Planet Barbarians, #4);Dixon, Ruby;5;239
49;      Barbarian Mine        (Ice Planet Barbarians, #4);Dixon, Ruby;2;239
84;      Barefoot;Hilderbrand, Elin;3;240
92;      Basirah the Basketballer says Insha'Allah;Dabiri, Hafsah;4;241
60;      Bayou, Vol. 1;Love, Jeremy;5;242
61;      Bayou, Vol. 1;Love, Jeremy;5;242
114;      Be Delivered (Exodus): Finding Freedom by Following God;Wiersbe, Warren W.;5;243
15;      Be Different: Adventures of a Free-Range Aspergian;Robison, John Elder;5;244
86;      Be Not Afraid;Cole, Alyssa;4;245
25;      Be Real, Macy Weaver;Wilson, Lakita;4;246
59;      Beach Read;Henry, Emily;4;247
43;      Beartown        (Beartown, #1);Backman, Fredrik;5;248
59;      Beasts of Extraordinary Circumstance;Lang, Ruth Emmie;3;249
80;      Beatrice Zinker, Upside Down Thinker;Johannes, Shelley;3;250
94;      Beautiful Chaos        (Caster Chronicles, #3);Garcia, Kami;4;251
34;      Beautiful Creatures        (Caster Chronicles, #1);Garcia, Kami;1;252
49;      Beautiful Creatures        (Caster Chronicles, #1);Garcia, Kami;4;252
90;      Beautiful Creatures        (Caster Chronicles, #1);Garcia, Kami;5;252
11;      Beautiful Decay;Lewis, Sylvia;5;253
56;      Because of Mr. Terupt        (Mr. Terupt, #1);Buyea, Rob;4;254
60;      Because of Mr. Terupt        (Mr. Terupt, #1);Buyea, Rob;4;254
56;      Because of Winn-Dixie;DiCamillo, Kate;5;255
43;      Becoming;Obama, Michelle;5;256
102;      Becoming A U.S. Citizen;Small, Cathleen;3;257
71;      Beetle & the Hollowbones;Layne, Aliza;4;258
71;      Beezus and Ramona        (Ramona, #1);Cleary, Beverly;4;259
92;      Before Birth, Beyond Life;Zenubia Arsalan;4;260
55;      Before Takeoff;Alsaid, Adi;3;261
21;      Before the Coffee Gets Cold;Kawaguchi, Toshikazu;4;262
40;      Before We Were Blue;Schwartz, E.J.;5;263
59;      Before We Were Yours;Wingate, Lisa;5;264
82;      Before We Were Yours;Wingate, Lisa;5;264
108;      Behind the Darkened Glass        (Behind the Darkened Glass #1);Heil, Rachel R.;1;265
79;      Bel Canto;Patchett, Ann;4;266
1;      Belladonna        (Belladonna, #1);Grace, Adalyn;3;267
91;      Beneath My Mother's Feet;Qamar, Amjed;4;268
1;      Beneath the Citadel;Soria, Destiny;4;269
90;      Beowulf;Unknown;4;270
38;      Best Friends        (Real Friends, #2);Hale, Shannon;4;271
51;      Besties: Work It Out        (World of Click, #1);Miller, Kayla;5;272
19;      Beta        (Annex, #1);Cohn, Rachel;4;273
7;      Betrayals        (Cainsville, #4);Armstrong, Kelley;5;274
89;      Betrayed        (House of Night, #2);Cast, P.C.;3;275
67;      Betsy and Tacy Go Downtown        (Betsy-Tacy, #4);Lovelace, Maud Hart;5;276
67;      Betsy and the Great World        (Betsy-Tacy, #9);Lovelace, Maud Hart;5;277
67;      Betsy-Tacy        (Betsy-Tacy, #1);Lovelace, Maud Hart;5;278
66;      Betsy-Tacy and Tib        (Betsy-Tacy, #2);Lovelace, Maud Hart;5;279
67;      Betsy-Tacy and Tib        (Betsy-Tacy, #2);Lovelace, Maud Hart;5;279
5;      Better Together: Strengthen Your Family, Simplify Your Homeschool, and Savor the Subjects That Matter Most;Barnhill, Pam;5;280
41;      Between Perfect and Real;Stoeve, Ray;5;281
82;      Between the World and Me;Coates, Ta-Nehisi;2;282
32;      Beyond the Black Door;Strickland, A.M.;3;283
67;      Beyond the Mapped Stars;Eves, Rosalyn;5;284
45;      Beyond the Smoke        (Manhattan Sloane, #3);Miller, Stacy Lynn;3;285
20;      Bez trećega;Begović, Milan;3;286
15;      Big Dirty Money: The Shocking Injustice and Unseen Cost of White Collar Crime;Taub, Jennifer;5;287
77;      Big Tune: Rise of the Dancehall Prince;Agostini, Alliah L.;5;288
27;      Big Words for Little People;Curtis, Jamie Lee;4;289
71;      Bingo Love;Franklin, Tee;5;290
113;      Bird by Bird: Some Instructions on Writing and Life;Lamott, Anne;5;291
75;      Birthday Party Murder        (A Lucy Stone Mystery, #9);Meier, Leslie;4;292
83;      Biscuits and Slashed Browns        (Country Store Mysteries, #4);Day, Maddie;3;293
84;      Biscuits and Slashed Browns        (Country Store Mysteries, #4);Day, Maddie;3;293
22;      Bitch Planet #1;DeConnick, Kelly Sue;5;294
6;      Bitten        (Otherworld, #1);Armstrong, Kelley;4;295
69;      Black Arts        (Jane Yellowrock, #7);Hunter, Faith;5;296
81;      Black Brother, Black Brother;Rhodes, Jewell Parker;4;297
68;      Black Forest;Dean, Laramie;2;298
70;      Black Paradise;Hildebrandt, Veerle;4;299
68;      Black Widow        (Elemental Assassin, #12);Estep, Jennifer;5;300
24;      Black? White! Day? Night! - A Book of Opposites;Seeger, Laura Vaccaro;4;301
30;      Blackwater;Arroyo, Jeannette;4;302
44;      Blade of Secrets        (Bladesmith, #1);Levenseller, Tricia;3;303
1;      Bladesorrow        (The Agarsfar Saga #1);Kane, D.T.;3;304
10;      Blankets;Thompson, Craig;3;305
90;      Bleed Like Me;Desir, Christa;3;306
74;      Blindsight        (Jack Stapleton & Laurie Montgomery, #1);Cook, Robin;4;307
9;      Bliss Montage;Ma, Ling;4;308
102;      Blockade Billy;King, Stephen;3;309
45;      Blood Bound        (Mercy Thompson, #2);Briggs, Patricia;4;310
15;      Blood Countess        (Lady Slayers, #1);Popović, Lana;4;311
15;      Blood Drops;Welch, WB;5;312
69;      Blood Kiss        (Black Dagger Legacy, #1);Ward, J.R.;3;313
16;      Blood Magic        (The Blood Journals, #1);Gratton, Tessa;3;314
93;      Blood of a Thousand Stars        (Empress of a Thousand Skies, #2);Belleza, Rhoda;5;315
69;      Blood Promise        (Vampire Academy, #4);Mead, Richelle;5;316
107;      Blood Promise        (Vampire Academy, #4);Mead, Richelle;5;316
93;      Bloodchild;Butler, Octavia E.;4;317
26;      Bloodfever        (Fever #2);Moning, Karen Marie;5;318
62;      Bloodline        (Cradle, #9);Wight, Will;4;319
36;      Blue Lily, Lily Blue        (The Raven Cycle, #3);Stiefvater, Maggie;5;320
89;      Blue Moon        (Anita Blake, Vampire Hunter, #8);Hamilton, Laurell K.;5;321
19;      Blueberry Girl;Gaiman, Neil;4;322
9;      Bonds of Brass        (The Bloodright Trilogy, #1);Skrutskie, Emily;4;323
85;      Bonds of Justice        (Psy-Changeling, #8);Singh, Nalini;4;324
1;      Bone Weaver;Polydoros, Aden;4;325
20;      Book Love;Tung, Debbie;4;326
54;      Book Lovers;Henry, Emily;5;327
89;      Book Lovers;Henry, Emily;4;327
33;      Book of Night        (Book of Night, #1);Black, Holly;3;328
67;      Book Scavenger        (Book Scavenger, #1);Bertman, Jennifer Chambliss;5;329
85;      Born a Crime: Stories From a South African Childhood;Noah, Trevor;5;330
66;      Born Curious: 20 Girls Who Grew Up to Be Awesome Scientists;Freeman, Martha;5;331
67;      Born Curious: 20 Girls Who Grew Up to Be Awesome Scientists;Freeman, Martha;5;331
94;      Born to Endless Night        (Tales from the Shadowhunter Academy, #9);Clare, Cassandra;5;332
82;      Born to Rock;Korman, Gordon;4;333
19;      Bossypants;Fey, Tina;4;334
107;      Bourne        (River of Time, #3.1);Bergren, Lisa Tawn;5;335
27;      Bowie: Album by Album;Hewitt, Paolo;4;336
22;      Boxers        (Boxers & Saints, #1);Yang, Gene Luen;5;337
75;      Boyfriend Material        (Boyfriend Material, #1);Hall, Alexis;4;338
64;      Brave Fish: Identity, Love, Faith;Chough, Vincent H.;4;339
21;      Brave New World;Huxley, Aldous;5;340
81;      Bravey;Pappas, Alexi;4;341
7;      Brazen        (Otherworld Stories, #13.3);Armstrong, Kelley;4;342
18;      Breadcrumbs;Ursu, Anne;5;343
64;      Breakfast at Tiffany's;Capote, Truman;4;344
75;      Breakfast in Bed        (Bed & Breakfast #1);Brown, Sandra;2;345
46;      Breath of Flowers, Volume 1;Caly;5;346
47;      Breathe and Count Back from Ten;Sylvester, Natalia;5;347
11;      Breathing Room;Hayles, Marsha;5;348
64;      Brian's Return;Paulsen, Gary;3;349
7;      Bridge to Terabithia;Paterson, Katherine;4;350
36;      Bridge to Terabithia;Paterson, Katherine;5;350
19;      Bridget Jones: The Edge of Reason        (Bridget Jones, #2);Fielding, Helen;3;351
20;      Bridget Jones's Diary        (Bridget Jones, #1);Fielding, Helen;3;352
51;      Bright;Young, Brigit;5;353
41;      Brightly Burning;Donne, Alexa;4;354
53;      Bring Up the Bodies        (Thomas Cromwell, #2);Mantel, Hilary;3;355
38;      Brisingr        (The Inheritance Cycle, #3);Paolini, Christopher;5;356
27;      Bristly Hair and I Don't Care;Budde, Nadia;4;357
75;      British Manor Murder        (A Lucy Stone Mystery, #23);Meier, Leslie;4;358
29;      Broken Juliet        (Starcrossed, #2);Rayven, Leisa;5;359
46;      Broken Vows        (Blessed Hearts, #1);O'Keeffe, Nadine;4;360
59;      Brown Girl Dreaming;Woodson, Jacqueline;4;361
78;      Brown Girl Dreaming;Woodson, Jacqueline;5;361
41;      Bruja Born        (Brooklyn Brujas, #2);Córdova, Zoraida;5;362
110;      BRZRKR, Volume 1;Reeves, Keanu;4;363
6;      Buffy the Vampire Slayer: Omnibus, Vol. 1;Golden, Christopher;5;364
